FICE,name,state,fullsal,assosal,assisal,allsal,numfull,numasso,numassi,numinst,numfac,region
3109,Ohio Wesleyan University,OH,541,395,354,453,67,25,42,2,136,other
3110,Otterbein College,OH,459,372,329,363,22,42,56,10,130,other
3121,Tiffin University,OH,485,379,334,379,6,7,14,0,27,other
3123,Univ. of Akron- Main Campus,OH,577,448,387,479,278,253,147,39,717,other
3125,Univ.of Cinti.-Main Campus,OH,666,483,393,535,447,410,244,12,1113,other
3127,University of Dayton,OH,590,479,392,482,123,159,130,7,419,other
3131,University of Toledo,OH,608,457,379,486,217,152,167,20,556,other
3133,Urbana University,OH,335,266,241,272,9,12,14,1,36,other
3134,Ursuline College,OH,413,350,297,306,8,10,20,24,62,other
3135,Walsh University,OH,407,344,278,346,17,19,10,0,49,other
3142,Wilmington College,OH,407,357,303,335,10,18,32,1,61,other
3143,Wittenberg University,OH,546,413,341,438,49,55,32,6,142,other
3144,Xavier University,OH,571,473,378,449,58,75,78,19,230,other
3145,Youngstown State University,OH,591,450,362,481,204,116,106,33,459,other
6883,Ohio State Univ.-Main campus,OH,703,491,415,555,758,679,443,30,1910,other
7104,Miami University,OH,616,474,376,478,258,225,219,60,763,other
8795,Antioch University,OH,441,348,300,316,30,15,17,3,162,other
9168,Wright State University-Main,OH,642,468,385,465,126,176,132,45,493,other
12748,Shawnee State University,OH,510,439,368,411,15,54,35,15,119,other
3150,Cameron University,OK,426,360,329,345,44,35,63,34,177,other
3151,Bartlesville Wesleyan Coll.,OK,NA,NA,NA,264,0,0,0,0,26,other
3152,University of Central Okla.,OK,503,442,384,416,108,57,166,58,389,other
3154,East Central University,OK,453,407,352,378,39,31,64,23,158,other
3157,Langston University,OK,459,375,313,342,12,31,34,29,108,other
3161,Northeastern State Univ.,OK,455,374,348,377,80,49,71,52,257,other
3163,Northwestern Okla.State Univ,OK,435,397,321,336,12,11,30,24,77,other
3164,Oklahoma Baptist University,OK,379,335,282,317,22,33,42,5,102,other
3165,Okla. Christian U. of S&Arts,OK,432,372,317,385,39,18,15,5,77,other
3167,Univ. of Sci.& Arts of Okla.,OK,427,369,336,362,13,18,11,10,52,other
3170,Oklahoma State Univ.-Main,OK,532,409,373,449,342,247,181,11,794,other
3174,Oklahoma Panhandle St.Univ.,OK,427,360,311,346,15,14,14,11,54,other
3175,Phillips University,OK,365,315,273,317,16,10,15,1,42,other
3179,Southeastern Okla. St. Univ.,OK,464,407,348,363,33,17,61,37,148,other
3181,Sthwtrn Okl.St.U.-Weatherfrd,OK,464,429,382,393,56,33,65,44,198,other
3184,University of Oklahoma,OK,600,445,368,470,286,225,236,24,778,other
3185,University of Tulsa,OK,686,500,404,513,84,108,73,20,287,other
1339,Western Baptist College,OR,NA,308,252,285,3,7,7,5,22,other
3191,Concordia College,OR,401,329,307,349,13,15,7,1,36,other
3193,Eastern Oregon State College,OR,470,363,309,373,20,23,17,5,65,other
3194,George Fox College,OR,418,373,302,355,20,27,27,3,77,other
3197,Lewis & Clark College,OR,601,442,362,477,74,36,47,6,171,other
3198,Linfield College,OR,481,377,319,397,47,47,31,4,129,other
3208,Northwest Christian College,OR,NA,NA,NA,292,4,5,2,0,11,other
3209,Western Oregon State College,OR,439,354,315,361,60,40,33,2,155,other
3210,Oregon State University,OR,597,473,400,475,206,209,133,46,622,other
3211,Oregon Institute of Tech.,OR,500,441,391,438,38,32,32,7,109,other
3212,Pacific University,OR,441,381,341,370,28,32,41,7,108,other
3216,Portland State University,OR,544,437,382,474,205,113,77,16,411,other
3217,Reed College,OR,596,442,378,495,47,20,31,0,98,other
3219,Southern Oregon State Coll.,OR,460,371,315,393,72,49,25,12,161,other
3223,University of Oregon,OR,597,446,375,459,240,182,152,89,671,other
3224,University of Portland,OR,587,437,387,436,26,57,42,2,135,other
3225,Warner Pacific College,OR,NA,279,216,269,4,14,8,0,26,other
3227,Willamette University,OR,596,390,345,478,69,43,28,4,145,other
3229,Albright College,PA,488,396,359,430,39,21,15,3,79,east
3230,Allegheny College,PA,576,414,332,415,36,46,54,8,144,east
3233,Alvernia College,PA,402,315,295,303,7,12,30,11,60,east
3235,Beaver College,PA,496,405,353,381,12,20,32,2,68,east
3237,Bryn Mawr College,PA,620,466,379,511,65,23,20,3,129,east
3238,Bucknell University,PA,658,497,415,528,84,85,73,1,243,east
3241,Cabrini College,PA,471,NA,354,398,15,5,18,3,41,east
3242,Carnegie-Mellon University,PA,829,566,499,678,256,138,125,4,523,east
3243,Cedar Crest College,PA,475,392,318,375,14,17,29,0,60,east
3244,Chatham College,PA,492,397,323,394,13,12,16,2,43,east
3245,Chestnut Hill College,PA,NA,322,277,311,5,10,18,4,37,east
3247,College Misericordia,PA,493,425,346,377,9,22,48,5,84,east
3252,Del. Valley Coll/Sci.&Agr.,PA,504,411,347,379,10,27,21,15,73,east
3253,Dickinson College,PA,622,468,380,466,35,47,51,7,144,east
3256,Drexel University,PA,674,496,459,568,153,114,73,0,341,east
3258,Duquesne University,PA,602,469,393,475,98,97,113,28,336,east
3259,Eastern College,PA,442,342,329,363,19,17,17,4,57,east
3262,Elizabethtown College,PA,552,456,371,448,30,39,26,6,105,east
3265,Franklin and Marshall Coll.,PA,675,481,387,517,56,43,44,9,152,east
3266,Gannon University,PA,453,377,341,365,35,54,76,17,182,east
3267,Geneva College,PA,416,366,312,366,17,17,16,0,50,east
3268,Gettysburg College,PA,627,475,400,485,38,65,28,20,151,east
3270,Gwynedd-Mercy College,PA,356,316,269,280,13,18,51,16,98,east
3274,Haverford College,PA,653,498,392,521,40,19,33,3,95,east
3275,Holy Family College,PA,480,395,335,364,12,14,33,16,75,east
3276,Immaculata College,PA,451,406,310,385,10,8,8,2,28,east
3277,Indiana University of Penn.,PA,675,541,425,546,243,201,173,41,658,east
3278,Thomas Jefferson University,PA,NA,505,428,441,5,9,24,18,59,east
3279,Juniata College,PA,488,391,316,419,36,20,16,2,74,east
3282,King's College,PA,498,427,354,409,22,28,45,0,95,east
3284,Lafayette College,PA,686,517,419,506,37,62,71,8,179,east
3287,La Salle University,PA,585,482,426,470,30,80,95,4,209,east
3288,Lebanon Valley College,PA,472,401,362,419,28,21,17,1,67,east
3289,Lehigh University,PA,757,543,448,635,216,118,77,4,416,east
3290,Lincoln University,PA,516,400,348,393,22,26,18,12,87,east
3293,Lycoming College,PA,502,436,352,395,16,26,33,11,86,east
3296,Marywood College,PA,514,429,356,412,25,41,52,3,121,east
3297,Mercyhurst College,PA,444,390,312,339,15,25,46,15,101,east
3298,Messiah College,PA,481,400,351,393,34,37,45,15,131,east
3301,Moravian College,PA,490,406,343,423,35,29,19,3,86,east
3303,Carlow College,PA,497,383,314,359,8,18,20,7,53,east
3304,Muhlenberg College,PA,589,432,359,449,36,31,37,2,115,east
3313,Widener University,PA,670,556,439,529,60,136,88,18,309,east
3315,Bloomsburg Univ. of Penn.,PA,669,538,428,528,98,109,131,10,348,east
3316,California Univ. of Penn.,PA,674,541,436,549,112,108,64,25,309,east
3317,Cheyney University of Penn.,PA,692,554,379,550,35,35,21,7,98,east
3320,East Stroudsburg University,PA,676,531,415,526,95,72,85,20,272,east
3321,Edinboro University of Penn.,PA,676,545,424,516,111,86,169,26,392,east
3322,Kutztown Univ. of Penn.,PA,669,544,418,528,119,117,122,25,383,east
3323,Lock Haven University,PA,676,544,417,508,46,64,61,26,197,east
3324,Mansfield Univ. of Penn.,PA,665,532,428,516,47,60,58,14,179,east
3325,Millersville Univ. of Penn.,PA,660,552,429,549,117,97,100,6,320,east
3326,Shippensburg University,PA,673,545,425,573,148,67,83,3,301,east
3327,Slippery Rock Univ. of Penn.,PA,675,532,431,537,127,104,138,11,380,east
3328,West Chester Univ. of Penn.,PA,667,540,431,533,136,163,176,8,483,east
3354,Phila.Coll.of Textiles&Sci.,PA,538,425,362,417,17,28,39,1,85,east
3357,Point Park College,PA,411,331,290,357,33,19,17,1,73,east
3359,Robert Morris College,PA,575,454,406,438,11,43,42,7,103,east
3362,Seton Hill College,PA,489,380,329,368,7,23,24,1,56,east
3366,Saint Francis College,PA,472,392,323,375,20,14,24,8,66,east
3367,St. Joseph's University,PA,594,484,427,487,39,50,63,2,154,east
3368,Saint Vincent College,PA,436,399,317,363,14,20,20,10,64,east
3369,Susquehanna University,PA,534,420,359,422,25,26,33,5,89,east
3370,Swarthmore College,PA,704,519,417,562,68,44,47,2,163,east
3371,Temple University,PA,736,579,454,606,490,332,291,37,1150,east
3376,Thiel College,PA,408,342,287,369,33,14,10,1,58,east
3378,University of Pennsylvania,PA,881,622,532,744,541,240,212,0,993,east
3379,Univ. of Pittsburgh-Main,PA,736,516,421,547,427,402,373,63,1325,east
3380,Univ. of Pittsburgh-Bradford,PA,489,418,340,373,8,14,25,8,55,east
3381,Univ. of Pittsburgh-Grnsburg,PA,478,401,314,369,9,23,14,10,56,east
3382,Univ. of Pittsburgh-Johnstwn,PA,554,430,322,404,16,63,32,17,133,east
3384,University of Scranton,PA,565,479,437,475,51,86,95,5,242,east
3385,Ursinus College,PA,528,419,354,434,32,28,29,2,91,east
3388,Villanova University,PA,726,535,438,536,133,143,206,21,503,east
3389,Washington & Jefferson Coll.,PA,549,480,373,473,33,29,18,7,87,east
3391,Waynesburg College,PA,407,332,297,333,20,11,22,11,67,east
3392,Westminster College,PA,497,410,337,423,47,12,24,10,93,east
3394,Wilkes University,PA,499,430,338,409,31,53,53,0,138,east
3396,Wilson College,PA,322,314,269,294,8,9,12,3,32,east
3399,York College of Pennsylvania,PA,615,512,414,464,13,32,67,1,113,east
3986,Alltwn.Coll.St.Francis Sales,PA,486,415,342,365,6,19,33,10,68,east
3987,La Roche College,PA,433,364,302,351,11,12,21,0,44,east
3988,Neumann College,PA,NA,328,296,307,5,9,27,3,44,east
6965,Penn State Univ.-Main Campus,PA,721,509,417,522,622,449,427,160,1799,east
9235,Clarion University of Penn.,PA,649,539,419,517,100,92,110,22,324,east
3401,Brown University,RI,752,515,433,625,286,100,111,0,514,east
3402,Bryant College,RI,632,582,502,556,40,43,45,0,135,east
3406,Providence College,RI,633,526,418,489,43,68,93,15,219,east
3407,Rhode Island College,RI,518,442,381,453,125,101,96,1,323,east
3409,Rhode Island School Design,RI,558,427,351,444,35,49,34,0,118,east
3411,Salve Regina University,RI,495,397,327,385,29,43,37,14,124,east
3414,University of Rhode Island,RI,630,473,416,541,334,187,135,3,659,east
4917,Roger Williams University,RI,NA,NA,NA,464,0,0,0,0,104,east
3419,Charleston Southern Univ.,SC,429,356,299,327,12,20,29,6,72,other
3420,Benedict College,SC,320,260,241,257,21,10,29,18,78,other
3422,Central Wesleyan College,SC,293,247,214,264,20,7,9,0,36,other
3423,Citadel Military Coll.of SC,SC,469,405,332,421,65,59,24,0,148,other
3425,Clemson University,SC,602,441,375,466,296,224,191,42,801,other
3427,Coker College,SC,425,359,318,358,14,9,18,2,43,other
3428,College of Charleston,SC,475,410,320,374,68,102,118,32,320,other
3430,Columbia College,SC,415,355,330,358,23,25,15,9,76,other
3431,Converse College,SC,467,384,317,372,12,31,23,3,69,other
3432,Erskine College,SC,420,NA,297,355,19,5,14,2,40,other
3434,Furman University,SC,551,414,343,453,86,39,54,6,185,other
3435,Lander University,SC,453,381,343,380,34,31,41,4,114,other
3436,Limestone College,SC,277,282,250,264,7,8,11,2,28,other
3439,Morris College,SC,NA,278,252,269,5,16,21,4,46,other
3440,Newberry College,SC,351,290,243,287,11,19,11,5,46,other
3445,Presbyterian College,SC,503,376,316,397,26,22,22,5,75,other
3446,South Carolina State College,SC,458,379,307,350,59,58,77,36,255,other
3448,Univ. South Carolina-Main,SC,585,436,385,475,417,335,194,60,1034,other
3449,Univ. South Carolina-Aiken,SC,461,392,317,374,30,39,36,12,117,other
3451,Coastal Carolina University,SC,437,377,314,340,23,43,49,28,143,other
3455,Voorhees College,SC,NA,NA,254,233,1,3,12,14,30,other
3456,Winthrop University,SC,464,378,327,378,73,78,70,19,242,other
3457,Wofford College,SC,537,413,367,448,24,27,11,2,64,other
6951,Univ. South Carolina-Sprtbrg,SC,433,368,303,366,49,43,16,21,132,other
9226,Francis Marion University,SC,476,394,328,387,64,37,40,25,166,other
3458,Augustana College,SD,434,382,322,364,34,22,45,7,108,other
3459,Black Hills State University,SD,410,341,303,329,24,13,50,11,98,other
3461,Dakota Wesleyan University,SD,NA,290,246,257,4,11,13,7,36,other
3463,Dakota State University,SD,469,357,349,351,9,11,24,12,56,other
3466,Northern State University,SD,417,333,297,337,27,30,35,12,104,other
3469,Sioux Falls College,SD,376,308,289,311,7,12,15,2,36,other
3470,South Dakota Sch.Min.& Tech.,SD,473,414,362,419,45,28,26,5,104,other
3471,South Dakota State Univ.,SD,440,368,326,368,132,67,122,44,367,other
10300,University of South Dakota,SD,480,364,340,362,88,75,134,55,352,other
3478,Austin Peay State University,TN,482,362,314,374,86,47,102,17,252,other
3479,Belmont University,TN,484,372,315,382,42,54,45,7,148,other
3480,Bethel College,TN,287,NA,255,262,9,4,9,5,27,other
3481,Carson-Newman College,TN,393,334,286,324,32,33,41,11,117,other
3482,Christian Brothers Univ.,TN,414,347,312,345,22,28,32,4,86,other
3486,David Lipscomb University,TN,453,374,308,365,33,22,25,17,97,other
3487,East Tennessee State Univ.,TN,519,449,358,411,129,124,165,68,486,other
3490,Fisk University,TN,383,369,269,319,17,19,17,2,65,other
3492,Freed-Hardeman University,TN,382,326,271,305,16,23,20,9,69,other
3498,Lambuth University,TN,316,288,283,294,15,9,16,2,42,other
3500,Lee College,TN,350,320,284,297,12,20,29,13,74,other
3505,Maryville College,TN,429,351,289,338,12,14,19,4,49,other
3509,Memphis State University,TN,558,425,376,443,264,194,193,71,722,other
3510,Middle Tenn. State Univ.,TN,542,418,336,410,202,167,224,76,669,other
3511,Milligan College,TN,398,334,291,347,21,16,15,0,52,other
3518,Southern C.Seventh-Day Advts,TN,270,261,249,260,34,32,19,5,90,other
3519,Rhodes College,TN,575,446,353,430,23,37,46,4,110,other
3522,Tennessee State University,TN,477,418,330,407,111,78,71,28,288,other
3523,Tennessee Technological Univ,TN,547,424,346,436,146,98,100,32,376,other
3527,Tusculum College,TN,353,327,290,314,6,7,14,0,27,other
3528,Union University,TN,396,361,318,332,18,22,52,20,112,other
3529,Univ. of Tenn.at Chattanooga,TN,494,420,365,428,113,60,79,11,263,other
3530,Univ.of Tennessee-Knoxville,TN,600,454,402,501,535,325,202,65,1139,other
3531,Univ.of Tennessee-Martin,TN,473,409,337,413,103,57,48,17,225,other
3534,University of the South,TN,578,427,347,485,53,20,18,6,99,other
3535,Vanderbilt University,TN,807,522,432,612,289,160,177,9,657,other
6725,Univ. of Tennessee- Memphis,TN,605,461,403,486,53,60,40,11,164,other
3537,Abilene Christian University,TX,424,375,339,376,68,42,36,14,160,other
3541,Angelo State University,TX,485,425,369,398,68,27,40,45,180,other
3543,Austin College,TX,508,394,320,418,37,20,23,4,84,other
3564,East Texas Baptist Univ.,TX,377,318,325,329,19,9,17,10,55,other
3565,East Texas State University,TX,494,378,351,418,107,66,58,13,248,other
3571,Hardin-Simmons University,TX,378,311,295,330,39,11,25,9,84,other
3576,Houston Baptist University,TX,408,363,314,345,34,19,43,15,111,other
3581,Lamar University-Beaumont,TX,482,382,334,361,82,81,91,64,343,other
3584,LeTourneau University,TX,404,343,319,349,15,18,11,6,50,other
3592,Midwestern State University,TX,491,418,362,399,42,45,54,20,162,other
3594,University of North Texas,TX,551,443,382,448,249,203,234,5,751,other
3598,Our Lady of the Lake Univ.,TX,499,405,346,379,24,25,30,21,101,other
3599,Univ. of Texas-Pan Amer.Univ,TX,503,426,343,367,63,85,109,109,369,other
3604,Rice University,TX,809,548,481,663,224,89,91,8,422,other
3606,Sam Houston State University,TX,497,403,341,408,147,63,116,10,365,other
3610,Schreiner College,TX,354,300,257,282,12,8,8,12,40,other
3613,Southern Methodist Univ.,TX,733,505,463,550,158,154,135,5,483,other
3615,Southwest Texas State Univ.,TX,495,410,328,385,209,135,204,53,662,other
3620,Southwestern University,TX,627,470,373,478,22,33,25,3,83,other
3621,St. Edward's University,TX,469,385,331,380,12,45,24,2,83,other
3623,St. Mary's University,TX,652,474,383,502,58,57,49,5,169,other
3624,Stephen F.Austin State Univ.,TX,473,379,338,380,138,74,114,37,391,other
3625,Sul Ross State University,TX,440,368,310,354,34,15,24,8,95,other
3630,Prairie View A&M University,TX,485,421,347,369,34,58,64,73,232,other
3631,Tarleton State University,TX,446,399,347,354,42,48,48,62,204,other
3636,Texas Christian University,TX,654,477,423,511,107,109,99,9,336,other
3639,Texas A&M Univ.-Kingsville,TX,467,393,348,386,72,51,41,12,192,other
3641,Texas Lutheran College,TX,458,370,313,365,20,13,20,8,61,other
3642,Texas Southern University,TX,551,455,366,423,83,82,104,50,331,other
3644,Texas Tech University,TX,610,429,363,468,270,216,220,14,742,other
3645,Texas Wesleyan University,TX,456,536,298,439,42,30,15,9,96,other
3646,Texas Woman's University,TX,499,401,342,396,93,107,101,40,353,other
3647,Trinity University,TX,696,477,389,548,95,61,57,3,216,other
3651,University of Dallas,TX,474,432,364,395,23,35,25,1,108,other
3652,University of Houston,TX,681,462,398,520,341,288,238,24,903,other
3656,Univ. of Texas at Arlington,TX,581,438,395,455,185,224,137,0,608,other
3658,Univ. of Texas at Austin,TX,732,476,432,577,997,439,480,30,2099,other
3661,Univ. of Texas at El Paso,TX,522,417,365,404,101,122,142,10,423,other
3663,Wayland Baptist Univ.,TX,433,278,252,311,18,19,15,10,62,other
3665,West Texas A&M University,TX,467,358,326,340,65,35,58,58,228,other
6967,Baylor University,TX,619,474,397,476,226,131,103,7,601,other
9651,Texas A&M Internat'l Univ.,TX,445,432,380,404,10,16,18,4,48,other
9741,Univ. of Texas at Dallas,TX,661,505,451,557,89,58,59,1,207,other
9930,Univ. of Texas -Permian Bsn.,TX,457,393,348,384,21,18,26,6,76,other
10115,Univ. of Texas -San Antonio,TX,546,441,379,429,61,120,108,6,314,other
10298,Texas A&M Univ.at Galveston,TX,570,368,376,393,15,15,8,0,63,other
10366,Texas A & M University-Main,TX,645,460,394,505,652,424,305,2,1546,other
11161,Texas A&M U.-Corpus Christi,TX,475,396,334,400,49,44,45,4,142,other
11163,Univ. of Texas at Tyler,TX,522,421,359,409,39,37,24,0,133,other
11711,Univ. of Houston-Clear Lake,TX,558,479,409,467,48,65,45,4,174,other
11854,University of Central Texas,TX,NA,321,279,302,2,7,8,2,19,other
12826,Univ. of Houston-Downtown,TX,503,404,336,365,20,53,44,1,153,other
13231,Univ. of Houston-Victoria,TX,NA,389,319,355,5,11,11,2,29,other
29269,East Texas State U-Texarkana,TX,480,373,NA,429,20,6,2,4,32,other
3670,Brigham Young University,UT,661,504,431,543,577,382,304,49,1372,other
3675,University of Utah,UT,615,432,383,498,388,231,216,25,860,other
3677,Utah State University,UT,518,403,364,420,199,165,158,20,583,other
3678,Southern Utah University,UT,421,349,290,335,33,48,55,11,147,other
3680,Weber State University,UT,483,388,341,389,160,97,124,61,459,other
3681,Westminster Coll. Slt.Lke.Cy,UT,445,367,325,359,15,25,35,4,79,other
3702,Averett College,VA,372,319,281,328,19,15,11,3,48,other
3704,Bridgewater College,VA,450,390,332,383,22,15,21,4,62,other
3705,College of William and Mary,VA,679,499,382,525,185,132,123,30,470,other
3706,Christopher Newport Univ.,VA,509,442,363,412,39,44,68,15,166,other
3708,Eastern Mennonite Coll.&Sem.,VA,387,335,286,325,26,13,15,13,69,other
3709,Emory and Henry College,VA,440,358,296,363,18,19,14,3,54,other
3711,Ferrum College,VA,415,342,299,353,27,21,16,5,69,other
3713,Hampden-Sydney College,VA,529,397,338,417,28,28,13,0,80,other
3714,Hampton University,VA,494,377,323,359,45,86,134,13,297,other
3715,Hollins College,VA,498,398,306,388,18,27,23,3,71,other
3719,Longwood College,VA,487,420,336,393,33,50,50,17,150,other
3720,Lynchburg College,VA,465,392,317,395,49,36,37,3,125,other
3721,James Madison University,VA,521,447,366,441,187,151,131,39,508,other
3723,Mary Baldwin College,VA,457,370,311,362,13,31,25,2,71,other
3724,Marymount University,VA,524,418,369,448,48,30,34,0,112,other
3728,Old Dominion University,VA,595,451,370,446,165,228,156,52,643,other
3732,Radford University,VA,499,393,354,407,137,119,92,43,391,other
3733,Randolph-Macon College,VA,522,395,313,399,22,30,21,6,79,other
3734,Randolph-Macon Woman's Coll.,VA,495,411,337,409,17,28,18,2,65,other
3735,Virginia Commonwealth Univ.,VA,610,492,404,491,220,310,211,43,784,other
3736,Roanoke College,VA,494,408,338,412,27,37,28,0,92,other
3737,Shenandoah University,VA,463,387,330,392,32,26,25,6,89,other
3739,Saint Paul's College,VA,319,309,275,290,8,9,8,8,33,other
3742,Sweet Briar College,VA,539,433,372,468,28,26,11,0,65,other
3744,University of Richmond,VA,711,550,418,565,80,70,72,0,222,other
3746,Mary Washington College,VA,475,397,325,401,59,43,48,0,157,other
3747,U. Va. Clinch Valley College,VA,445,352,313,350,17,14,18,4,58,other
3749,George Mason University,VA,753,524,445,568,210,266,156,43,675,other
3752,Virginia Intermont College,VA,332,318,279,307,7,15,12,0,34,other
3753,Virginia Military Institute,VA,532,446,364,467,52,14,24,2,94,other
3754,Virginia Poly.Inst.&St.Univ.,VA,655,467,404,519,598,526,270,91,1485,other
3764,Virginia State University,VA,453,416,375,398,55,49,59,28,191,other
3765,Norfolk State University,VA,492,429,355,406,83,88,92,30,297,other
3766,Virginia Union University,VA,401,351,264,283,8,15,37,8,78,other
3767,Virginia Wesleyan College,VA,527,432,356,436,28,11,24,9,72,other
3768,Washington & Lee University,VA,685,487,397,592,84,30,24,0,138,other
6968,University of Virginia,VA,777,517,430,610,445,277,201,18,973,other
10392,Liberty University,VA,401,341,279,327,44,56,51,17,168,other
29261,Christendom College,VA,NA,NA,279,320,1,5,7,0,13,other
3682,Bennington College,VT,NA,NA,NA,373,0,0,0,0,46,east
3683,Castleton State College,VT,432,355,302,355,26,27,34,3,90,east
3687,Green Mountain College,VT,416,355,309,342,9,11,10,5,35,east
3688,Johnson State College,VT,423,349,303,342,14,21,29,2,66,east
3689,Lyndon State College,VT,433,366,293,366,18,22,17,0,57,east
3691,Middlebury College,VT,678,469,398,512,68,33,56,14,182,east
3692,Norwich University,VT,423,356,297,371,62,51,32,1,146,east
3694,Saint Michael's College,VT,501,414,344,404,33,38,46,0,122,east
3695,Trinity College of Vermont,VT,364,340,299,325,6,20,11,1,40,east
3696,University of Vermont,VT,606,450,370,458,175,174,115,0,555,east
3771,Central Washington Univ.,WA,483,355,292,401,172,80,72,0,340,other
3775,Eastern Washington Univ.,WA,480,406,352,425,181,79,74,14,348,other
3777,Heritage College,WA,NA,359,319,322,4,7,9,8,28,other
3778,Gonzaga University,WA,616,428,345,420,49,83,96,23,251,other
3785,Pacific Lutheran University,WA,494,409,351,422,78,88,63,0,229,other
3788,Seattle Pacific University,WA,457,388,335,390,50,48,34,7,144,other
3790,Seattle University,WA,565,476,408,458,53,88,69,14,237,other
3794,Saint Martin's College,WA,378,347,303,325,7,14,28,1,50,other
3797,University of Puget Sound,WA,623,469,389,516,80,44,51,0,175,other
3798,University of Washington,WA,683,485,421,555,893,472,352,11,1906,other
3799,Walla Walla College,WA,333,314,300,312,45,20,36,13,117,other
3800,Washington State University,WA,597,447,393,470,337,281,279,62,965,other
3802,Western Washington Univ.,WA,537,444,371,462,153,141,67,6,385,other
3803,Whitman College,WA,568,451,372,476,37,32,23,1,93,other
3804,Whitworth College,WA,426,349,279,345,26,39,18,10,93,other
8155,Evergreen State College,WA,NA,NA,NA,430,0,0,0,0,154,other
3832,Alverno College,WI,438,352,282,314,9,31,74,0,114,other
3835,Beloit College,WI,521,409,357,453,42,15,22,1,80,other
3839,Carthage College,WI,434,374,319,371,28,18,35,0,81,other
3854,Lakeland College,WI,406,NA,321,329,11,3,19,8,46,other
3856,Lawrence University,WI,570,425,364,462,42,28,31,3,104,other
3861,Marian Coll.of Fond du Lac,WI,440,371,302,334,9,17,41,4,71,other
3863,Marquette University,WI,705,521,426,527,94,238,151,0,483,other
3868,Milwaukee School of Engrg.,WI,484,411,353,439,56,27,20,0,103,other
3869,Mount Mary College,WI,393,327,282,312,8,19,19,6,52,other
3875,Northland College,WI,375,296,271,325,19,15,7,2,44,other
3884,Ripon College,WI,491,380,320,409,28,23,17,1,69,other
3892,St. Norbert College,WI,546,445,353,415,15,45,42,7,109,other
3895,Univ. Wisconsin-Madison,WI,666,498,439,573,918,287,360,30,1641,other
3896,Univ. Wisconsin-Milwaukee,WI,604,465,421,495,267,306,192,2,797,other
3899,Univ. Wisconsin-Green Bay,WI,498,417,356,419,52,55,35,3,157,other
3911,Viterbo College,WI,448,366,316,344,10,23,28,10,71,other
3915,Univ. Wisconsin-Stout,WI,502,394,349,412,121,71,69,6,300,other
3917,Univ. Wisconsin-Eau Claire,WI,489,410,372,428,167,126,112,12,417,other
3919,Univ. Wisconsin-La Crosse,WI,511,424,384,430,128,103,90,8,369,other
3921,Univ. Wisconsin-Platteville,WI,517,417,357,437,94,57,58,0,221,other
3923,Univ. Wisconsin-River Falls,WI,485,399,340,420,112,57,57,2,238,other
3924,Univ. Wisconsin-Stevens Pnt.,WI,516,423,353,437,138,104,84,5,344,other
3925,Univ. Wisconsin-Superior,WI,501,410,348,432,42,26,19,5,97,other
3926,Univ. Wisconsin-Whitewater,WI,525,434,368,432,127,103,99,5,379,other
5015,Univ. Wisconsin-Parkside,WI,535,427,391,434,49,58,37,1,163,other
9630,Univ. Wisconsin-Oshkosh,WI,541,435,374,439,104,108,130,4,356,other
3806,Alderson Broaddus College,WV,385,315,272,299,9,18,25,11,63,other
3808,Bethany College,WV,397,348,286,340,21,6,23,0,50,other
3809,Bluefield State College,WV,409,315,268,310,23,22,34,12,91,other
3810,Concord College,WV,400,342,284,325,29,18,35,12,94,other
3811,Davis and Elkins College,WV,373,305,259,299,14,10,14,7,46,other
3812,Fairmont State College,WV,432,362,317,361,57,44,45,27,173,other
3813,Glenville State College,WV,396,325,274,298,12,17,28,16,75,other
3815,Marshall University,WV,477,390,309,390,144,121,102,30,397,other
3818,University of Charleston,WV,385,347,324,333,10,21,21,15,67,other
3820,Salem-Teikyo University,WV,422,353,305,306,6,11,17,16,50,other
3822,Shepherd College,WV,415,348,312,342,27,31,33,14,115,other
3823,West Liberty State College,WV,417,327,235,337,42,62,18,7,130,other
3825,West Virginia Inst. of Tech.,WV,408,340,297,349,54,43,29,11,137,other
3827,West Virginia University,WV,535,431,361,439,335,237,272,22,895,other
3830,West Virginia Wesleyan Coll.,WV,441,383,339,383,25,22,24,3,74,other
3831,Wheeling Jesuit College,WV,403,348,282,315,8,20,25,12,65,other
3932,University of Wyoming,WY,539,410,374,445,241,154,164,2,591,other
